date,year,rocket_name,launchpad_name,success,flight_number
2023-08-03 05:00,2023,Falcon 9 Block 5,Space Launch Complex 40,1,65
2023-08-07 02:41,2023,Falcon 9 Block 5,Space Launch Complex 40,1,66
2023-08-08 03:57,2023,Falcon 9 Block 5,Space Launch Complex 4E,1,67
2023-08-11 05:17,2023,Falcon 9 Block 5,Space Launch Complex 40,1,68
2023-08-17 03:36,2023,Falcon 9 Block 5,Space Launch Complex 40,1,69
2023-08-22 09:37,2023,Falcon 9 Block 5,Space Launch Complex 4E,1,70
2023-08-26 07:27,2023,Falcon 9 Block 5,Launch Complex 39A,1,71
2023-08-27 01:05,2023,Falcon 9 Block 5,Space Launch Complex 40,1,72
2023-09-01 02:21,2023,Falcon 9 Block 5,Space Launch Complex 40,1,73
2023-09-02 14:25,2023,Falcon 9 Block 5,Space Launch Complex 4E,1,74
2023-09-04 02:47,2023,Falcon 9 Block 5,Launch Complex 39A,1,75
2023-09-09 03:12,2023,Falcon 9 Block 5,Space Launch Complex 40,1,76
2023-09-12 06:57,2023,Falcon 9 Block 5,Space Launch Complex 4E,1,77
2023-09-16 03:38,2023,Falcon 9 Block 5,Space Launch Complex 40,1,78
2023-09-20 03:38,2023,Falcon 9 Block 5,Space Launch Complex 40,1,79
2023-09-24 03:38,2023,Falcon 9 Block 5,Space Launch Complex 40,1,80
2023-09-25 08:48,2023,Falcon 9 Block 5,Space Launch Complex 4E,1,81
2023-09-30 02:00,2023,Falcon 9 Block 5,Space Launch Complex 40,1,82
2023-10-05 05:36,2023,Falcon 9 Block 5,Space Launch Complex 40,1,83
2023-10-09 07:43,2023,Falcon 9 Block 5,Space Launch Complex 4E,1,84
2023-10-13 14:19,2023,Falcon Heavy,Launch Complex 39A,1,85
2023-10-13 23:01,2023,Falcon 9 Block 5,Space Launch Complex 40,1,86
2023-10-18 00:39,2023,Falcon 9 Block 5,Space Launch Complex 40,1,87
2023-10-21 08:23,2023,Falcon 9 Block 5,Space Launch Complex 4E,1,88
2023-10-22 02:17,2023,Falcon 9 Block 5,Space Launch Complex 40,1,89
2023-10-29 09:00,2023,Falcon 9 Block 5,Space Launch Complex 4E,1,90
2023-10-30 23:20,2023,Falcon 9 Block 5,Space Launch Complex 40,1,91
2023-11-04 00:37,2023,Falcon 9 Block 5,Space Launch Complex 40,1,92
2023-11-08 05:05,2023,Falcon 9 Block 5,Space Launch Complex 40,1,93
2023-11-10 01:28,2023,Falcon 9 Block 5,Launch Complex 39A,1,94
2023-11-11 18:49,2023,Falcon 9 Block 5,Space Launch Complex 4E,1,95
2023-11-12 21:08,2023,Falcon 9 Block 5,Space Launch Complex 40,1,96
2023-11-18 05:05,2023,Falcon 9 Block 5,Space Launch Complex 40,1,97
2023-11-18 13:02,2023,Starship,Orbital Launch Pad 1,0,98
2023-11-20 10:30,2023,Falcon 9 Block 5,Space Launch Complex 4E,1,99
2023-11-22 07:47,2023,Falcon 9 Block 5,Space Launch Complex 40,1,100
2023-11-28 04:20,2023,Falcon 9 Block 5,Space Launch Complex 40,1,101
2023-12-01 18:19,2023,Falcon 9 Block 5,Space Launch Complex 4E,1,102
2023-12-03 04:00,2023,Falcon 9 Block 5,Space Launch Complex 40,1,103
2023-12-07 05:07,2023,Falcon 9 Block 5,Space Launch Complex 40,1,104
2023-12-08 08:03,2023,Falcon 9 Block 5,Space Launch Complex 4E,1,105
2023-12-19 04:01,2023,Falcon 9 Block 5,Space Launch Complex 40,1,106
2023-12-23 05:33,2023,Falcon 9 Block 5,Space Launch Complex 40,1,107
2023-12-24 13:11,2023,Falcon 9 Block 5,Space Launch Complex 4E,1,108
2023-12-29 01:07,2023,Falcon Heavy,Launch Complex 39A,1,109
2023-12-29 04:01,2023,Falcon 9 Block 5,Space Launch Complex 40,1,110
2024-01-03 03:44,2024,Falcon 9 Block 5,Space Launch Complex 4E,1,111
2024-01-03 23:04,2024,Falcon 9 Block 5,Space Launch Complex 40,1,112
2024-01-07 22:35,2024,Falcon 9 Block 5,Space Launch Complex 40,1,113
2024-01-14 08:59,2024,Falcon 9 Block 5,Space Launch Complex 4E,1,114
2024-01-15 01:52,2024,Falcon 9 Block 5,Space Launch Complex 40,1,115
2024-01-18 21:49,2024,Falcon 9 Block 5,Launch Complex 39A,1,116
2024-01-24 00:35,2024,Falcon 9 Block 5,Space Launch Complex 4E,1,117
2024-01-29 01:10,2024,Falcon 9 Block 5,Launch Complex 39A,1,118
2024-01-29 05:57,2024,Falcon 9 Block 5,Space Launch Complex 4E,1,119
2024-01-30 17:07,2024,Falcon 9 Block 5,Space Launch Complex 40,1,120
2024-02-08 06:33,2024,Falcon 9 Block 5,Space Launch Complex 40,1,121
2024-02-10 00:34,2024,Falcon 9 Block 5,Space Launch Complex 4E,1,122
2024-02-14 22:30,2024,Falcon 9 Block 5,Space Launch Complex 40,1,123
2024-02-15 06:05,2024,Falcon 9 Block 5,Launch Complex 39A,1,124
2024-02-15 21:34,2024,Falcon 9 Block 5,Space Launch Complex 4E,1,125
2024-02-20 20:11,2024,Falcon 9 Block 5,Space Launch Complex 40,1,126
2024-02-23 04:11,2024,Falcon 9 Block 5,Space Launch Complex 4E,1,127
2024-02-25 22:06,2024,Falcon 9 Block 5,Space Launch Complex 40,1,128
2024-02-29 15:30,2024,Falcon 9 Block 5,Space Launch Complex 40,1,129
2024-03-04 03:53,2024,Falcon 9 Block 5,Launch Complex 39A,1,130
2024-03-04 22:05,2024,Falcon 9 Block 5,Space Launch Complex 4E,1,131
2024-03-04 23:56,2024,Falcon 9 Block 5,Space Launch Complex 40,1,132
2024-03-10 23:05,2024,Falcon 9 Block 5,Space Launch Complex 40,1,133
2024-03-11 04:09,2024,Falcon 9 Block 5,Space Launch Complex 4E,1,134
2024-03-14 13:25,2024,Starship,Orbital Launch Pad 1,1,135
2024-03-16 00:21,2024,Falcon 9 Block 5,Launch Complex 39A,1,136
2024-03-19 02:28,2024,Falcon 9 Block 5,Space Launch Complex 4E,1,137
2024-03-21 20:55,2024,Falcon 9 Block 5,Space Launch Complex 40,1,138
2024-03-24 03:09,2024,Falcon 9 Block 5,Launch Complex 39A,1,139
2024-03-25 23:42,2024,Falcon 9 Block 5,Space Launch Complex 40,1,140
2024-03-30 21:52,2024,Falcon 9 Block 5,Launch Complex 39A,1,141
2024-03-31 01:30,2024,Falcon 9 Block 5,Space Launch Complex 40,1,142
2024-04-02 02:30,2024,Falcon 9 Block 5,Space Launch Complex 4E,1,143
2024-04-05 09:12,2024,Falcon 9 Block 5,Space Launch Complex 40,1,144
2024-04-07 02:25,2024,Falcon 9 Block 5,Space Launch Complex 4E,1,145
2024-04-07 23:16,2024,Falcon 9 Block 5,Launch Complex 39A,1,146
2024-04-10 05:40,2024,Falcon 9 Block 5,Space Launch Complex 40,1,147
2024-04-11 14:25,2024,Falcon 9 Block 5,Space Launch Complex 4E,1,148
2024-04-13 01:40,2024,Falcon 9 Block 5,Space Launch Complex 40,1,149
2024-04-17 21:26,2024,Falcon 9 Block 5,Launch Complex 39A,1,150
2024-04-18 22:40,2024,Falcon 9 Block 5,Space Launch Complex 40,1,151
2024-04-23 22:17,2024,Falcon 9 Block 5,Space Launch Complex 40,1,152
2024-04-28 00:34,2024,Falcon 9 Block 5,Launch Complex 39A,1,153
2024-04-28 22:08,2024,Falcon 9 Block 5,Space Launch Complex 40,1,154
2024-05-02 18:36,2024,Falcon 9 Block 5,Space Launch Complex 4E,1,155
2024-05-03 02:37,2024,Falcon 9 Block 5,Space Launch Complex 40,1,156
2024-05-06 18:14,2024,Falcon 9 Block 5,Space Launch Complex 40,1,157
2024-05-08 18:42,2024,Falcon 9 Block 5,Launch Complex 39A,1,158
2024-05-10 04:30,2024,Falcon 9 Block 5,Space Launch Complex 4E,1,159
2024-05-13 00:53,2024,Falcon 9 Block 5,Space Launch Complex 40,1,160
2024-05-14 18:39,2024,Falcon 9 Block 5,Space Launch Complex 4E,1,161
2024-05-18 00:32,2024,Falcon 9 Block 5,Space Launch Complex 40,1,162
2024-05-22 08:00,2024,Falcon 9 Block 5,Space Launch Complex 4E,1,163
2024-05-23 02:35,2024,Falcon 9 Block 5,Space Launch Complex 40,1,164
2024-05-24 02:45,2024,Falcon 9 Block 5,Launch Complex 39A,1,165
2024-05-28 14:24,2024,Falcon 9 Block 5,Space Launch Complex 40,1,166
2024-05-28 22:20,2024,Falcon 9 Block 5,Space Launch Complex 4E,1,167
2024-06-01 02:37,2024,Falcon 9 Block 5,Space Launch Complex 40,1,168
2024-06-05 02:16,2024,Falcon 9 Block 5,Space Launch Complex 40,1,169
2024-06-06 12:50,2024,Starship,Orbital Launch Pad 1,1,170
2024-06-08 01:56,2024,Falcon 9 Block 5,Space Launch Complex 40,1,171
2024-06-08 12:58,2024,Falcon 9 Block 5,Space Launch Complex 4E,1,172
2024-06-19 03:40,2024,Falcon 9 Block 5,Space Launch Complex 4E,1,173
2024-06-20 21:35,2024,Falcon 9 Block 5,Space Launch Complex 40,1,174
2024-06-23 17:15,2024,Falcon 9 Block 5,Space Launch Complex 40,1,175
2024-06-24 03:47,2024,Falcon 9 Block 5,Space Launch Complex 4E,1,176
2024-06-25 21:26,2024,Falcon Heavy,Launch Complex 39A,1,177
2024-06-27 11:14,2024,Falcon 9 Block 5,Space Launch Complex 40,1,178
2024-06-29 03:14,2024,Falcon 9 Block 5,Space Launch Complex 4E,1,179
2024-07-03 08:55,2024,Falcon 9 Block 5,Space Launch Complex 40,1,180
2024-07-08 23:30,2024,Falcon 9 Block 5,Space Launch Complex 40,1,181
2024-07-12 02:35,2024,Falcon 9 Block 5,Space Launch Complex 4E,0,182
2024-07-27 05:45,2024,Falcon 9 Block 5,Launch Complex 39A,1,183
2024-07-28 05:09,2024,Falcon 9 Block 5,Space Launch Complex 40,1,184
2024-07-28 09:22,2024,Falcon 9 Block 5,Space Launch Complex 4E,1,185
2024-08-02 05:01,2024,Falcon 9 Block 5,Launch Complex 39A,1,186
2024-08-04 07:24,2024,Falcon 9 Block 5,Space Launch Complex 4E,1,187
2024-08-04 15:02,2024,Falcon 9 Block 5,Space Launch Complex 40,1,188
2024-08-10 12:50,2024,Falcon 9 Block 5,Space Launch Complex 40,1,189
2024-08-12 02:02,2024,Falcon 9 Block 5,Space Launch Complex 4E,1,190
2024-08-12 10:37,2024,Falcon 9 Block 5,Launch Complex 39A,1,191
2024-08-15 13:00,2024,Falcon 9 Block 5,Space Launch Complex 40,1,192
2024-08-16 18:56,2024,Falcon 9 Block 5,Space Launch Complex 4E,1,193
2024-08-20 13:20,2024,Falcon 9 Block 5,Space Launch Complex 40,1,194
2024-08-28 07:48,2024,Falcon 9 Block 5,Space Launch Complex 40,1,195
2024-08-31 07:43,2024,Falcon 9 Block 5,Space Launch Complex 40,1,196
2024-08-31 08:48,2024,Falcon 9 Block 5,Space Launch Complex 4E,1,197
2024-09-05 15:33,2024,Falcon 9 Block 5,Space Launch Complex 40,1,198
2024-09-06 03:20,2024,Falcon 9 Block 5,Space Launch Complex 4E,1,199
2024-09-10 09:23,2024,Falcon 9 Block 5,Launch Complex 39A,1,200
2024-09-12 08:52,2024,Falcon 9 Block 5,Space Launch Complex 40,1,201
2024-09-13 01:45,2024,Falcon 9 Block 5,Space Launch Complex 4E,1,202
2024-09-17 22:50,2024,Falcon 9 Block 5,Space Launch Complex 40,1,203
2024-09-20 13:50,2024,Falcon 9 Block 5,Space Launch Complex 4E,1,204
2024-09-25 04:01,2024,Falcon 9 Block 5,Space Launch Complex 4E,1,205
2024-09-28 17:17,2024,Falcon 9 Block 5,Space Launch Complex 40,1,206
2024-10-07 14:52,2024,Falcon 9 Block 5,Space Launch Complex 40,1,207
2024-10-13 12:25,2024,Starship,Orbital Launch Pad 1,1,208
2024-10-14 16:06,2024,Falcon Heavy,Launch Complex 39A,1,209
2024-10-15 06:10,2024,Falcon 9 Block 5,Space Launch Complex 40,1,210
2024-10-15 08:21,2024,Falcon 9 Block 5,Space Launch Complex 4E,1,211
2024-10-18 23:31,2024,Falcon 9 Block 5,Space Launch Complex 40,1,212
2024-10-20 05:13,2024,Falcon 9 Block 5,Space Launch Complex 4E,1,213
2024-10-23 21:47,2024,Falcon 9 Block 5,Space Launch Complex 40,1,214
2024-10-24 17:14,2024,Falcon 9 Block 5,Space Launch Complex 4E,1,215
2024-10-26 21:47,2024,Falcon 9 Block 5,Space Launch Complex 40,1,216
2024-10-30 12:07,2024,Falcon 9 Block 5,Space Launch Complex 4E,1,217
2024-10-30 21:10,2024,Falcon 9 Block 5,Space Launch Complex 40,1,218
2024-11-05 02:29,2024,Falcon 9 Block 5,Launch Complex 39A,1,219
2024-11-07 20:19,2024,Falcon 9 Block 5,Space Launch Complex 40,1,220
2024-11-09 06:14,2024,Falcon 9 Block 5,Space Launch Complex 4E,1,221
2024-11-11 17:22,2024,Falcon 9 Block 5,Launch Complex 39A,1,222
2024-11-11 21:28,2024,Falcon 9 Block 5,Space Launch Complex 40,1,223
2024-11-14 05:23,2024,Falcon 9 Block 5,Space Launch Complex 4E,1,224
2024-11-14 13:21,2024,Falcon 9 Block 5,Space Launch Complex 40,1,225
2024-11-17 22:28,2024,Falcon 9 Block 5,Launch Complex 39A,1,226
2024-11-18 05:53,2024,Falcon 9 Block 5,Space Launch Complex 4E,1,227
2024-11-18 18:31,2024,Falcon 9 Block 5,Space Launch Complex 40,1,228
2024-11-19 22:00,2024,Starship,Orbital Launch Pad 1,1,229
2024-11-21 16:07,2024,Falcon 9 Block 5,Space Launch Complex 40,1,230
2024-11-24 05:25,2024,Falcon 9 Block 5,Space Launch Complex 4E,1,231
2024-11-25 10:02,2024,Falcon 9 Block 5,Space Launch Complex 40,1,232
2024-11-27 04:41,2024,Falcon 9 Block 5,Launch Complex 39A,1,233
2024-11-30 05:00,2024,Falcon 9 Block 5,Space Launch Complex 40,1,234
2024-11-30 08:10,2024,Falcon 9 Block 5,Space Launch Complex 4E,1,235
2024-12-04 10:13,2024,Falcon 9 Block 5,Space Launch Complex 40,1,236
2024-12-05 03:05,2024,Falcon 9 Block 5,Space Launch Complex 4E,1,237
2024-12-05 16:10,2024,Falcon 9 Block 5,Launch Complex 39A,1,238
2024-12-08 05:12,2024,Falcon 9 Block 5,Space Launch Complex 40,1,239
2024-12-13 21:55,2024,Falcon 9 Block 5,Space Launch Complex 4E,1,240
2024-12-17 00:52,2024,Falcon 9 Block 5,Space Launch Complex 40,1,241
2024-12-17 13:19,2024,Falcon 9 Block 5,Space Launch Complex 4E,1,242
2024-12-17 22:26,2024,Falcon 9 Block 5,Launch Complex 39A,1,243
2024-12-21 11:34,2024,Falcon 9 Block 5,Space Launch Complex 4E,1,244
2024-12-23 05:35,2024,Falcon 9 Block 5,Launch Complex 39A,1,245
2024-12-29 01:58,2024,Falcon 9 Block 5,Space Launch Complex 4E,1,246
2024-12-29 05:00,2024,Falcon 9 Block 5,Space Launch Complex 40,1,247
2024-12-31 05:39,2024,Falcon 9 Block 5,Launch Complex 39A,1,248
2025-01-04 01:27,2025,Falcon 9 Block 5,Space Launch Complex 40,1,249
2025-01-06 20:43,2025,Falcon 9 Block 5,Space Launch Complex 40,1,250
2025-01-08 15:27,2025,Falcon 9 Block 5,Launch Complex 39A,1,251
2025-01-10 03:53,2025,Falcon 9 Block 5,Space Launch Complex 4E,1,252
2025-01-10 19:11,2025,Falcon 9 Block 5,Space Launch Complex 40,1,253
2025-01-13 16:47,2025,Falcon 9 Block 5,Space Launch Complex 40,1,254
2025-01-14 19:09,2025,Falcon 9 Block 5,Space Launch Complex 4E,1,255
2025-01-15 06:11,2025,Falcon 9 Block 5,Launch Complex 39A,1,256
2025-01-16 22:37,2025,Starship,Orbital Launch Pad 1,0,257
2025-01-21 05:24,2025,Falcon 9 Block 5,Launch Complex 39A,1,258
2025-01-21 15:45,2025,Falcon 9 Block 5,Space Launch Complex 4E,1,259
2025-01-24 14:07,2025,Falcon 9 Block 5,Space Launch Complex 4E,1,260
2025-01-27 22:05,2025,Falcon 9 Block 5,Space Launch Complex 40,1,261
2025-01-30 01:34,2025,Falcon 9 Block 5,Launch Complex 39A,1,262
2025-02-01 23:02,2025,Falcon 9 Block 5,Space Launch Complex 4E,1,263
2025-02-04 10:15,2025,Falcon 9 Block 5,Space Launch Complex 40,1,264
2025-02-04 23:13,2025,Falcon 9 Block 5,Launch Complex 39A,1,265
2025-02-08 19:18,2025,Falcon 9 Block 5,Space Launch Complex 40,1,266
2025-02-11 02:09,2025,Falcon 9 Block 5,Space Launch Complex 4E,1,267
2025-02-11 18:53,2025,Falcon 9 Block 5,Space Launch Complex 40,1,268
2025-02-15 06:14,2025,Falcon 9 Block 5,Space Launch Complex 40,1,269
2025-02-18 23:21,2025,Falcon 9 Block 5,Space Launch Complex 40,1,270
2025-02-21 15:19,2025,Falcon 9 Block 5,Space Launch Complex 40,1,271
2025-02-23 01:38,2025,Falcon 9 Block 5,Space Launch Complex 4E,1,272
2025-02-27 00:16,2025,Falcon 9 Block 5,Launch Complex 39A,1,273
2025-02-27 03:34,2025,Falcon 9 Block 5,Space Launch Complex 40,1,274
2025-03-03 02:24,2025,Falcon 9 Block 5,Space Launch Complex 40,1,275
2025-03-06 23:30,2025,Starship,Orbital Launch Pad 1,0,276
2025-03-12 03:10,2025,Falcon 9 Block 5,Space Launch Complex 4E,1,277
2025-03-13 02:35,2025,Falcon 9 Block 5,Space Launch Complex 40,1,278
2025-03-14 23:03,2025,Falcon 9 Block 5,Launch Complex 39A,1,279
2025-03-15 06:43,2025,Falcon 9 Block 5,Space Launch Complex 4E,1,280
2025-03-15 11:35,2025,Falcon 9 Block 5,Space Launch Complex 40,1,281
2025-03-18 19:57,2025,Falcon 9 Block 5,Space Launch Complex 40,1,282
2025-03-21 06:49,2025,Falcon 9 Block 5,Space Launch Complex 4E,1,283
2025-03-24 17:48,2025,Falcon 9 Block 5,Space Launch Complex 40,1,284
2025-03-26 22:11,2025,Falcon 9 Block 5,Space Launch Complex 4E,1,285
2025-03-31 19:52,2025,Falcon 9 Block 5,Space Launch Complex 40,1,286
2025-04-01 01:46,2025,Falcon 9 Block 5,Launch Complex 39A,1,287
2025-04-04 01:02,2025,Falcon 9 Block 5,Space Launch Complex 4E,1,288
2025-04-06 03:07,2025,Falcon 9 Block 5,Space Launch Complex 40,1,289
2025-04-07 23:06,2025,Falcon 9 Block 5,Space Launch Complex 4E,1,290
2025-04-12 12:25,2025,Falcon 9 Block 5,Space Launch Complex 4E,1,291
2025-04-13 00:53,2025,Falcon 9 Block 5,Launch Complex 39A,1,292
2025-04-14 04:00,2025,Falcon 9 Block 5,Space Launch Complex 40,1,293
2025-04-20 12:29,2025,Falcon 9 Block 5,Space Launch Complex 4E,1,294
2025-04-21 08:15,2025,Falcon 9 Block 5,Launch Complex 39A,1,295
2025-04-22 00:48,2025,Falcon 9 Block 5,Space Launch Complex 40,1,296
2025-04-25 01:52,2025,Falcon 9 Block 5,Space Launch Complex 40,1,297
2025-04-28 02:09,2025,Falcon 9 Block 5,Space Launch Complex 40,1,298
2025-04-28 20:42,2025,Falcon 9 Block 5,Space Launch Complex 4E,1,299
2025-04-29 02:34,2025,Falcon 9 Block 5,Launch Complex 39A,1,300
2025-05-02 01:51,2025,Falcon 9 Block 5,Space Launch Complex 40,1,301
2025-05-04 08:54,2025,Falcon 9 Block 5,Launch Complex 39A,1,302
2025-05-07 01:17,2025,Falcon 9 Block 5,Space Launch Complex 40,1,303
2025-05-10 00:19,2025,Falcon 9 Block 5,Space Launch Complex 4E,1,304
2025-05-10 06:28,2025,Falcon 9 Block 5,Space Launch Complex 40,1,305
2025-05-13 01:15,2025,Falcon 9 Block 5,Space Launch Complex 4E,1,306
2025-05-13 05:02,2025,Falcon 9 Block 5,Launch Complex 39A,1,307
2025-05-14 16:38,2025,Falcon 9 Block 5,Space Launch Complex 40,1,308
2025-05-16 13:43,2025,Falcon 9 Block 5,Space Launch Complex 4E,1,309
2025-05-21 03:19,2025,Falcon 9 Block 5,Space Launch Complex 40,1,310
2025-05-23 22:32,2025,Falcon 9 Block 5,Space Launch Complex 4E,1,311
2025-05-24 17:19,2025,Falcon 9 Block 5,Space Launch Complex 40,1,312
2025-05-27 16:57,2025,Falcon 9 Block 5,Space Launch Complex 4E,1,313
2025-05-27 23:36,2025,Starship,Orbital Launch Pad 1,0,314
2025-05-28 13:30,2025,Falcon 9 Block 5,Launch Complex 39A,1,315
2025-05-30 17:37,2025,Falcon 9 Block 5,Space Launch Complex 40,1,316
2025-05-31 20:10,2025,Falcon 9 Block 5,Space Launch Complex 4E,1,317
2025-06-03 04:43,2025,Falcon 9 Block 5,Space Launch Complex 40,1,318
2025-06-04 23:40,2025,Falcon 9 Block 5,Space Launch Complex 4E,1,319
2025-06-07 04:54,2025,Falcon 9 Block 5,Space Launch Complex 40,1,320
2025-06-08 14:20,2025,Falcon 9 Block 5,Space Launch Complex 4E,1,321
2025-06-10 13:05,2025,Falcon 9 Block 5,Space Launch Complex 40,1,322
2025-06-13 01:54,2025,Falcon 9 Block 5,Space Launch Complex 4E,1,323
2025-06-13 15:29,2025,Falcon 9 Block 5,Space Launch Complex 40,1,324
2025-06-17 03:36,2025,Falcon 9 Block 5,Space Launch Complex 4E,1,325
2025-06-18 05:55,2025,Falcon 9 Block 5,Space Launch Complex 40,1,326
2025-06-23 05:58,2025,Falcon 9 Block 5,Space Launch Complex 40,1,327
2025-06-23 21:25,2025,Falcon 9 Block 5,Space Launch Complex 4E,1,328
2025-06-25 06:31,2025,Falcon 9 Block 5,Launch Complex 39A,1,329
2025-06-25 19:54,2025,Falcon 9 Block 5,Space Launch Complex 40,1,330
2025-06-28 04:26,2025,Falcon 9 Block 5,Space Launch Complex 40,1,331
2025-06-28 17:13,2025,Falcon 9 Block 5,Space Launch Complex 4E,1,332
2025-07-01 21:04,2025,Falcon 9 Block 5,Launch Complex 39A,1,333
2025-07-02 06:28,2025,Falcon 9 Block 5,Space Launch Complex 40,1,334
2025-07-08 08:21,2025,Falcon 9 Block 5,Space Launch Complex 40,1,335
2025-07-13 05:04,2025,Falcon 9 Block 5,Space Launch Complex 40,1,336
2025-07-16 02:05,2025,Falcon 9 Block 5,Space Launch Complex 4E,1,337
2025-07-16 06:30,2025,Falcon 9 Block 5,Space Launch Complex 40,1,338
2025-07-19 03:52,2025,Falcon 9 Block 5,Space Launch Complex 4E,1,339
2025-07-22 21:12,2025,Falcon 9 Block 5,Space Launch Complex 40,1,340
2025-07-23 18:13,2025,Falcon 9 Block 5,Space Launch Complex 4E,1,341
